Id,Label,timeset,subactivity,mainactivity,mainindustry,modularity_class,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
9000,,,,,,9,10,6.909148,6,0.344156,0.375786,742.963828,0,0.155556,7,0.084054
9251,,,,,,10,6,2.973997,6,0.305256,0.335024,113.781783,0,0.266667,4,0.054318
7483,,,,,,10,6,4.358893,6,0.351575,0.379285,34.851289,0,0.4,6,0.113151
5161,,,,,,11,3,2.859308,6,0.312454,0.333019,427.566006,0,0,0,0.034594
4020,,,,,,9,6,4.362172,6,0.344996,0.373585,912.615312,0,0.133333,2,0.088605
5162,,,,,,6,3,2.796807,6,0.322433,0.345204,128.554847,0,0,0,0.040773
2940,,,,,,1,9,8.255252,6,0.32,0.348624,1279.418129,0,0.194444,7,0.085109
5512,,,,,,8,1,0.987585,7,0.265498,0.27933,0,0,0,0,0.011215
4200,,,,,,9,1,0.995421,7,0.263518,0.275494,0,0,0,0,0.005998
5166,,,,,,11,3,2.986425,7,0.261567,0.275927,82.864233,0,0.333333,1,0.006993
5163,,,,,,113,0,0,0,0,0,0,104,0,0,0
2735,,,,,,114,0,0,0,0,0,0,105,0,0,0
0000,,,,,,115,0,0,0,0,0,0,106,0,0,0
